time_s,altitude_m,velocity_ms,mass_kg,fuel_kg,theta_rad,alpha_rad
53.1,1818.02,82.8033,154577,423.242,-0.260461,0.0697778
53.2,1815.89,83.3417,154576,424.039,-0.265906,0.0697778
53.3,1813.7,83.885,154575,424.837,-0.271222,0.0697778
53.4,1811.45,84.4331,154574,425.634,-0.276411,0.0697778
53.5,1809.15,84.9858,154574,426.431,-0.281473,0.0697778
53.6,1806.79,85.5431,154573,427.228,-0.286408,0.0697778
53.7,1804.37,86.1048,154572,428.025,-0.291216,0.0697778
53.8,1801.9,86.6707,154571,428.822,-0.295898,0.0697778
53.9,1799.37,87.2408,154570,429.619,-0.300455,0.0697778
54,1796.79,87.8149,154570,430.416,-0.304885,0.0697778
54.1,1794.16,88.3928,154569,431.213,-0.309191,0.0697778
54.2,1791.47,88.9746,154568,432.01,-0.313373,0.0697778
54.3,1788.72,89.5599,154567,432.807,-0.317431,0.0697778
54.4,1785.93,90.1488,154566,433.604,-0.321365,0.0697778
54.5,1783.08,90.741,154566,434.401,-0.325177,0.0697778
54.6,1780.18,91.3366,154565,435.198,-0.328866,0.0697778
54.7,1777.23,91.9352,154564,435.995,-0.332435,0.0697778
54.8,1774.23,92.5369,154563,436.793,-0.335882,0.0697778
54.9,1771.18,93.1414,154562,437.59,-0.33921,0.0697778
55,1768.08,93.7488,154562,438.387,-0.342419,0.0697778
55.1,1764.93,94.3588,154561,439.184,-0.345509,0.0697778
55.2,1761.74,94.9714,154560,439.981,-0.348481,0.0697778
55.3,1758.5,95.5864,154559,440.778,-0.351336,0.0697778
55.4,1755.21,96.2037,154558,441.575,-0.354075,0.0697778
55.5,1751.87,96.8232,154558,442.372,-0.356699,0.0697778
55.6,1748.49,97.4448,154557,443.169,-0.359208,0.0697778
55.7,1745.06,98.0684,154556,443.966,-0.361603,0.0697778
55.8,1741.59,98.6939,154555,444.763,-0.363885,0.0697778
55.9,1738.08,99.3211,154554,445.56,-0.366055,0.0697778
56,1734.53,99.95,154554,446.357,-0.368114,0.0697778
56.1,1730.93,100.58,154553,447.154,-0.370062,0.0697778
56.2,1727.29,101.212,154552,447.951,-0.371901,0.0697778
56.3,1723.61,101.846,154551,448.749,-0.373631,0.0697778
56.4,1719.9,102.48,154550,449.546,-0.375253,0.0697778
56.5,1716.14,103.116,154550,450.343,-0.376768,0.0697778
56.6,1712.35,103.752,154549,451.14,-0.378177,0.0697778
56.7,1708.52,104.39,154548,451.937,-0.37948,0.0697778
56.8,1704.65,105.028,154547,452.734,-0.380679,0.0697778
56.9,1700.75,105.667,154546,453.531,-0.381774,0.0697778
57,1696.81,106.307,154546,454.328,-0.382766,0.0697778
57.1,1692.84,106.947,154545,455.125,-0.383657,0.0697778
57.2,1688.84,107.588,154544,455.922,-0.384446,0.0697778
57.3,1684.8,108.229,154543,456.719,-0.385135,0.0697778
57.4,1680.74,108.87,154542,457.516,-0.385724,0.0697778
57.5,1676.64,109.512,154542,458.313,-0.386215,0.0697778
57.6,1672.51,110.153,154541,459.11,-0.386609,0.0697778
57.7,1668.36,110.795,154540,459.907,-0.386905,0.0697778
57.8,1664.18,111.436,154539,460.705,-0.387105,0.0697778
57.9,1659.97,112.077,154538,461.502,-0.38721,0.0697778
58,1655.74,112.718,154538,462.299,-0.38722,0.0697778
58.1,1651.49,113.359,154537,463.096,-0.387137,0.0697778
58.2,1647.21,113.999,154536,463.893,-0.386961,0.0697778
58.3,1642.9,114.638,154535,464.69,-0.386693,0.0697778
58.4,1638.58,115.277,154535,465.487,-0.386334,0.0697778
58.5,1634.24,115.915,154534,466.284,-0.385884,0.0697778
58.6,1629.87,116.552,154533,467.081,-0.385345,0.0697778
58.7,1625.49,117.189,154532,467.878,-0.384717,0.0697778
58.8,1621.09,117.824,154531,468.675,-0.384001,0.0697778
58.9,1616.68,118.459,154531,469.472,-0.383197,0.0697778
59,1612.25,119.092,154530,470.269,-0.382307,0.0697778
59.1,1607.81,119.724,154529,471.066,-0.381331,0.0697778
59.2,1603.35,120.354,154528,471.863,-0.38027,0.0697778
59.3,1598.89,120.984,154527,472.661,-0.379125,0.0697778
59.4,1594.41,121.612,154527,473.458,-0.377896,0.0697778
59.5,1589.92,122.238,154526,474.255,-0.376585,0.0697778
59.6,1585.43,122.863,154525,475.052,-0.375192,0.0697778
59.7,1580.92,123.486,154524,475.849,-0.373717,0.0697778
59.8,1576.42,124.107,154523,476.646,-0.372162,0.0697778
59.9,1571.9,124.726,154523,477.443,-0.370526,0.0697778
60,1567.39,125.343,154522,478.24,-0.368812,0.0697778
60.1,1562.87,125.959,154521,479.037,-0.367019,0.0697778
60.2,1558.35,126.572,154520,479.834,-0.365149,0.0697778
60.3,1553.83,127.183,154519,480.631,-0.363202,0.0697778
60.4,1549.31,127.792,154519,481.428,-0.361178,0.0697778
60.5,1544.79,128.399,154518,482.225,-0.359078,0.0697778
60.6,1540.28,129.004,154517,483.022,-0.356904,0.0697778
60.7,1535.77,129.605,154516,483.819,-0.354656,0.0697778
60.8,1531.27,130.205,154515,484.617,-0.352334,0.0697778
60.9,1526.78,130.802,154515,485.414,-0.349939,0.0697778
61,1522.3,131.396,154514,486.211,-0.347471,0.0697778
61.1,1517.82,131.987,154513,487.008,-0.344933,0.0697778
61.2,1513.36,132.576,154512,487.805,-0.342323,0.0697778
61.3,1508.91,133.162,154511,488.602,-0.339643,0.0697778
61.4,1504.47,133.745,154511,489.399,-0.336894,0.0697778
61.5,1500.05,134.325,154510,490.196,-0.334075,0.0697778
61.6,1495.65,134.902,154509,490.993,-0.331189,0.0697778
61.7,1491.26,135.476,154508,491.79,-0.328235,0.0697778
61.8,1486.89,136.046,154507,492.587,-0.325214,0.0697778
61.9,1482.55,136.614,154507,493.384,-0.322126,0.0697778
62,1478.22,137.178,154506,494.181,-0.318973,0.0697778
62.1,1473.92,137.738,154505,494.978,-0.315755,0.0697778
62.2,1469.64,138.296,154504,495.775,-0.312472,0.0697778
62.3,1465.39,138.849,154503,496.573,-0.309126,0.0697778
62.4,1461.17,139.4,154503,497.37,-0.305716,0.0697778
62.5,1456.97,139.946,154502,498.167,-0.302244,0.0697778
62.6,1452.81,140.489,154501,498.964,-0.29871,0.0697778
62.7,1448.67,141.028,154500,499.761,-0.295115,0.0697778
62.8,1444.57,141.564,154499,500.558,-0.291459,0.0697778
62.9,1440.5,142.095,154499,501.355,-0.287743,0.0697778
63,1436.47,142.623,154498,502.152,-0.283967,0.0697778
63.1,1432.47,143.146,154497,502.949,-0.280133,0.0697778
63.2,1428.51,143.666,154496,503.746,-0.276241,0.0697778
63.3,1424.6,144.181,154495,504.543,-0.272291,0.0697778
63.4,1420.72,144.693,154495,505.34,-0.268284,0.0697778
63.5,1416.88,145.2,154494,506.137,-0.26422,0.0697778
63.6,1413.09,145.703,154493,506.934,-0.260101,0.0697778
63.7,1409.34,146.201,154492,507.731,-0.255927,0.0697778
63.8,1405.64,146.695,154491,508.529,-0.251698,0.0697778
63.9,1401.99,147.185,154491,509.326,-0.247415,0.0697778
64,1398.39,147.67,154490,510.123,-0.243078,0.0697778
64.1,1394.83,148.151,154489,510.92,-0.238689,0.0697778
64.2,1391.33,148.627,154488,511.717,-0.234248,0.0697778
64.3,1387.88,149.098,154487,512.514,-0.229755,0.0697778
64.4,1384.48,149.565,154487,513.311,-0.225212,0.0697778
64.5,1381.14,150.027,154486,514.108,-0.220617,0.0697778
64.6,1377.86,150.484,154485,514.905,-0.215974,0.0697778
64.7,1374.64,150.937,154484,515.702,-0.21128,0.0697778
64.8,1371.47,151.384,154484,516.499,-0.206539,0.0697778
64.9,1368.37,151.827,154483,517.296,-0.201749,0.0697778
65,1365.32,152.265,154482,518.093,-0.196912,0.0697778
65.1,1362.34,152.697,154481,518.89,-0.192028,0.0697778
65.2,1359.43,153.125,154480,519.687,-0.187098,0.0697778
65.3,1356.58,153.547,154480,520.485,-0.182123,0.0697778
65.4,1353.8,153.964,154479,521.282,-0.177102,0.0697778
65.5,1351.09,154.376,154478,522.079,-0.172037,0.0697778
65.6,1348.45,154.783,154477,522.876,-0.166928,0.0697778
65.7,1345.87,155.184,154476,523.673,-0.161776,0.0697778
65.8,1343.37,155.581,154476,524.47,-0.156581,0.0697778
65.9,1340.95,155.971,154475,525.267,-0.151344,0.0697778
66,1338.6,156.357,154474,526.064,-0.146066,0.0697778
66.1,1336.32,156.736,154473,526.861,-0.140747,0.0697778
66.2,1334.12,157.111,154472,527.658,-0.135388,0.0697778
66.3,1332,157.479,154472,528.455,-0.129989,0.0697778
66.4,1329.96,157.843,154471,529.252,-0.124551,0.0697778
66.5,1328,158.2,154470,530.049,-0.119074,0.0697778
66.6,1326.12,158.552,154469,530.846,-0.11356,0.0697778
66.7,1324.32,158.898,154468,531.643,-0.108008,0.0697778
66.8,1322.61,159.239,154468,532.441,-0.10242,0.0697778
66.9,1320.98,159.574,154467,533.238,-0.0967953,0.0697778
67,1319.44,159.903,154466,534.035,-0.0911353,0.0697778
67.1,1317.98,160.226,154465,534.832,-0.0854404,0.0697778
67.2,1316.62,160.543,154464,535.629,-0.0797112,0.0697778
67.3,1315.34,160.854,154464,536.426,-0.0739482,0.0697778
67.4,1314.15,161.16,154463,537.223,-0.0681522,0.0697778
67.5,1313.05,161.46,154462,538.02,-0.0623236,0.0697778
67.6,1312.05,161.753,154461,538.817,-0.0564631,0.0697778
67.7,1311.13,162.041,154460,539.614,-0.0505713,0.0697778
67.8,1310.32,162.322,154460,540.411,-0.0446487,0.0697778
67.9,1309.59,162.598,154459,541.208,-0.038696,0.0697778
68,1308.96,162.867,154458,542.005,-0.0327137,0.0697778
68.1,1308.43,163.13,154457,542.802,-0.0267025,0.0697778
68.2,1307.99,163.387,154456,543.599,-0.0206629,0.0697778
68.3,1307.66,163.638,154456,544.397,-0.0145956,0.0697778
68.4,1307.42,163.883,154455,545.194,-0.00850108,0.0697778
68.5,1307.28,164.122,154454,545.991,-0.00237999,0.0697778
68.6,1307.24,164.354,154453,546.788,0.00376708,0.0697778
68.7,1307.3,164.58,154452,547.585,0.00993953,0.0697778
68.8,1307.46,164.8,154452,548.382,0.0161368,0.0697778
68.9,1307.73,165.014,154451,549.179,0.0223582,0.0697778
69,1308.1,165.221,154450,549.976,0.0286033,0.0697778
69.1,1308.57,165.422,154449,550.773,0.0348714,0.0697778
69.2,1309.15,165.617,154448,551.57,0.0411619,0.0697778
69.3,1309.83,165.805,154448,552.367,0.0474742,0.0697778
69.4,1310.62,165.987,154447,553.164,0.0538078,0.0697778
69.5,1311.51,166.163,154446,553.961,0.060162,0.0697778
69.6,1312.51,166.332,154445,554.758,0.0665363,0.0697778
69.7,1313.61,166.495,154444,555.555,0.0729301,0.0697778
69.8,1314.83,166.652,154444,556.353,0.0793427,0.0697778
69.9,1316.15,166.802,154443,557.15,0.0857737,0.0697778
70,1317.58,166.945,154442,557.947,0.0922224,0.0697778
70.1,1319.11,167.083,154441,558.744,0.0986882,0.0697778
70.2,1320.76,167.213,154440,559.541,0.105171,0.0697778
70.3,1322.52,167.338,154440,560.338,0.111669,0.0697778
70.4,1324.38,167.456,154439,561.135,0.118183,0.0697778
70.5,1326.36,167.567,154438,561.932,0.124711,0.0697778
70.6,1328.44,167.672,154437,562.729,0.131254,0.0697778
70.7,1330.63,167.771,154436,563.526,0.13781,0.0697778
70.8,1332.94,167.863,154436,564.323,0.14438,0.0697778
70.9,1335.35,167.949,154435,565.12,0.150962,0.0697778
71,1337.88,168.028,154434,565.917,0.157556,0.0697778
71.1,1340.52,168.101,154433,566.714,0.164161,0.0697778
71.2,1343.26,168.167,154432,567.511,0.170777,0.0697778
71.3,1346.12,168.227,154432,568.309,0.177403,0.0697778
71.4,1349.09,168.281,154431,569.106,0.184039,0.0697778
71.5,1352.17,168.328,154430,569.903,0.190684,0.0697778
71.6,1355.36,168.369,154429,570.7,0.197338,0.0697778
71.7,1358.66,168.403,154429,571.497,0.204,0.0697778
71.8,1362.07,168.431,154428,572.294,0.210669,0.0697778
71.9,1365.6,168.452,154427,573.091,0.217345,0.0697778
72,1369.23,168.467,154426,573.888,0.224027,0.0697778
72.1,1372.97,168.476,154425,574.685,0.230715,0.0697778
72.2,1376.82,168.478,154425,575.482,0.237408,0.0697778
72.3,1380.79,168.474,154424,576.279,0.244106,0.0697778
72.4,1384.86,168.464,154423,577.076,0.250808,0.0697778
72.5,1389.04,168.447,154422,577.873,0.257513,0.0697778
72.6,1393.33,168.424,154421,578.67,0.264222,0.0697778
72.7,1397.73,168.395,154421,579.467,0.270933,0.0697778
72.8,1402.23,168.359,154420,580.265,0.277647,0.0697778
72.9,1406.85,168.317,154419,581.062,0.284361,0.0697778
73,1411.57,168.269,154418,581.859,0.291077,0.0697778
73.1,1416.4,168.214,154417,582.656,0.297793,0.0697778
73.2,1421.33,168.154,154417,583.453,0.304509,0.0697778
73.3,1426.38,168.087,154416,584.25,0.311224,0.0697778
73.4,1431.52,168.014,154415,585.047,0.317938,0.0697778
73.5,1436.78,167.935,154414,585.844,0.324651,0.0697778
73.6,1442.13,167.85,154413,586.641,0.331361,0.0697778
73.7,1447.59,167.758,154413,587.438,0.338069,0.0697778
73.8,1453.16,167.661,154412,588.235,0.344774,0.0697778
73.9,1458.82,167.557,154411,589.032,0.351475,0.0697778
74,1464.59,167.448,154410,589.829,0.358172,0.0697778
74.1,1470.46,167.332,154409,590.626,0.364864,0.0697778
74.2,1476.43,167.21,154409,591.423,0.371551,0.0697778
74.3,1482.5,167.083,154408,592.221,0.378233,0.0697778
74.4,1488.67,166.949,154407,593.018,0.384908,0.0697778
74.5,1494.94,166.81,154406,593.815,0.391577,0.0697778
74.6,1501.31,166.664,154405,594.612,0.398239,0.0697778
74.7,1507.77,166.513,154405,595.409,0.404894,0.0697778
74.8,1514.33,166.356,154404,596.206,0.41154,0.0697778
74.9,1520.99,166.194,154403,597.003,0.418179,0.0697778
75,1527.74,166.025,154402,597.8,0.424808,0.0697778
75.1,1534.58,165.851,154401,598.597,0.431428,0.0697778
75.2,1541.51,165.671,154401,599.394,0.438038,0.0697778
75.3,1548.54,165.485,154400,600.191,0.444639,0.0697778
75.4,1555.66,165.294,154399,600.988,0.451228,0.0697778
75.5,1562.87,165.097,154398,601.785,0.457807,0.0697778
75.6,1570.16,164.895,154397,602.582,0.464374,0.0697778
75.7,1577.55,164.687,154397,603.379,0.470929,0.0697778
75.8,1585.02,164.473,154396,604.177,0.477472,0.0697778
75.9,1592.58,164.254,154395,604.974,0.484002,0.0697778
76,1600.22,164.03,154394,605.771,0.490519,0.0697778
76.1,1607.95,163.8,154393,606.568,0.497022,0.0697778
76.2,1615.76,163.565,154393,607.365,0.503511,0.0697778
76.3,1623.65,163.324,154392,608.162,0.509986,0.0697778
76.4,1631.62,163.078,154391,608.959,0.516447,0.0697778
76.5,1639.68,162.827,154390,609.756,0.522892,0.0697778
76.6,1647.81,162.571,154389,610.553,0.529321,0.0697778
76.7,1656.02,162.31,154389,611.35,0.535735,0.0697778
76.8,1664.3,162.043,154388,612.147,0.542132,0.0697778
76.9,1672.66,161.772,154387,612.944,0.548513,0.0697778
77,1681.1,161.495,154386,613.741,0.554877,0.0697778
77.1,1689.61,161.213,154385,614.538,0.561223,0.0697778
77.2,1698.19,160.926,154385,615.335,0.567551,0.0697778
77.3,1706.84,160.635,154384,616.133,0.573862,0.0697778
77.4,1715.56,160.338,154383,616.93,0.580154,0.0697778
77.5,1724.35,160.037,154382,617.727,0.586427,0.0697778
77.6,1733.2,159.731,154381,618.524,0.592681,0.0697778
77.7,1742.13,159.42,154381,619.321,0.598915,0.0697778
77.8,1751.11,159.104,154380,620.118,0.605129,0.0697778
77.9,1760.16,158.783,154379,620.915,0.611324,0.0697778
78,1769.28,158.458,154378,621.712,0.617498,0.0697778
78.1,1778.45,158.129,154377,622.509,0.623651,0.0697778
78.2,1787.69,157.794,154377,623.306,0.629783,0.0697778
78.3,1796.98,157.455,154376,624.103,0.635893,0.0697778
78.4,1806.33,157.112,154375,624.9,0.641982,0.0697778
78.5,1815.74,156.764,154374,625.697,0.648048,0.0697778
78.6,1825.2,156.412,154374,626.494,0.654092,0.0697778
78.7,1834.72,156.055,154373,627.291,0.660114,0.0697778
78.8,1844.29,155.695,154372,628.089,0.666113,0.0697778
78.9,1853.91,155.329,154371,628.886,0.672088,0.0697778
79,1863.58,154.96,154370,629.683,0.67804,0.0697778
79.1,1873.3,154.586,154370,630.48,0.683968,0.0697778
79.2,1883.07,154.209,154369,631.277,0.689871,0.0697778
79.3,1892.88,153.827,154368,632.074,0.695751,0.0697778
79.4,1902.74,153.441,154367,632.871,0.701606,0.0697778
79.5,1912.65,153.051,154366,633.668,0.707436,0.0697778
79.6,1922.59,152.657,154366,634.465,0.71324,0.0697778
79.7,1932.58,152.259,154365,635.262,0.71902,0.0697778
79.8,1942.61,151.857,154364,636.059,0.724773,0.0697778
79.9,1952.68,151.451,154363,636.856,0.730501,0.0697778
80,1962.78,151.042,154362,637.653,0.736202,0.0697778
80.1,1972.92,150.629,154362,638.45,0.741877,0.0697778
80.2,1983.1,150.212,154361,639.247,0.747526,0.0697778
80.3,1993.31,149.791,154360,640.045,0.753147,0.0697778
80.4,2003.56,149.366,154359,640.842,0.758741,0.0697778
80.5,2013.84,148.938,154358,641.639,0.764308,0.0697778
80.6,2024.14,148.507,154358,642.436,0.769847,0.0697778
80.7,2034.48,148.072,154357,643.233,0.775359,0.0697778
80.8,2044.84,147.633,154356,644.03,0.780842,0.0697778
80.9,2055.23,147.191,154355,644.827,0.786297,0.0697778
81,2065.65,146.746,154354,645.624,0.791724,0.0697778
81.1,2076.09,146.297,154354,646.421,0.797121,0.0697778
81.2,2086.56,145.845,154353,647.218,0.80249,0.0697778
81.3,2097.05,145.39,154352,648.015,0.80783,0.0697778
81.4,2107.56,144.931,154351,648.812,0.81314,0.0697778
81.5,2118.08,144.469,154350,649.609,0.818421,0.0697778
81.6,2128.63,144.005,154350,650.406,0.823672,0.0697778
81.7,2139.2,143.537,154349,651.203,0.828893,0.0697778
81.8,2149.78,143.065,154348,652.001,0.834084,0.0697778
81.9,2160.37,142.591,154347,652.798,0.839245,0.0697778
82,2170.98,142.114,154346,653.595,0.844375,0.0697778
82.1,2181.61,141.634,154346,654.392,0.849474,0.0697778
82.2,2192.24,141.151,154345,655.189,0.854543,0.0697778
82.3,2202.89,140.665,154344,655.986,0.85958,0.0697778
82.4,2213.55,140.176,154343,656.783,0.864586,0.0697778
82.5,2224.21,139.685,154342,657.58,0.869561,0.0697778
82.6,2234.89,139.191,154342,658.377,0.874504,0.0697778
82.7,2245.56,138.694,154341,659.174,0.879415,0.0697778
82.8,2256.25,138.194,154340,659.971,0.884294,0.0697778
82.9,2266.94,137.692,154339,660.768,0.889141,0.0697778
83,2277.63,137.187,154338,661.565,0.893955,0.0697778
83.1,2288.32,136.679,154338,662.362,0.898738,0.0697778
83.2,2299.02,136.169,154337,663.159,0.903487,0.0697778
83.3,2309.72,135.657,154336,663.957,0.908204,0.0697778
83.4,2320.41,135.142,154335,664.754,0.912887,0.0697778
83.5,2331.1,134.624,154334,665.551,0.917537,0.0697778
83.6,2341.79,134.104,154334,666.348,0.922154,0.0697778
83.7,2352.48,133.582,154333,667.145,0.926738,0.0697778
83.8,2363.16,133.058,154332,667.942,0.931287,0.0697778
83.9,2373.84,132.531,154331,668.739,0.935803,0.0697778
84,2384.51,132.002,154330,669.536,0.940285,0.0697778
84.1,2395.17,131.471,154330,670.333,0.944732,0.0697778
84.2,2405.83,130.937,154329,671.13,0.949146,0.0697778
84.3,2416.47,130.402,154328,671.927,0.953524,0.0697778
84.4,2427.1,129.864,154327,672.724,0.957868,0.0697778
84.5,2437.73,129.325,154326,673.521,0.962177,0.0697778
84.6,2448.34,128.783,154326,674.318,0.966452,0.0697778
84.7,2458.93,128.239,154325,675.115,0.97069,0.0697778
84.8,2469.52,127.694,154324,675.913,0.974894,0.0697778
84.9,2480.09,127.146,154323,676.71,0.979062,0.0697778
85,2490.64,126.596,154322,677.507,0.983194,0.0697778
85.1,2501.17,126.045,154322,678.304,0.987291,0.0697778
85.2,2511.69,125.492,154321,679.101,0.991351,0.0697778
85.3,2522.19,124.937,154320,679.898,0.995375,0.0697778
85.4,2532.68,124.38,154319,680.695,0.999363,0.0697778
85.5,2543.14,123.821,154319,681.492,1.00331,0.0697778
85.6,2553.58,123.261,154318,682.289,1.00723,0.0697778
85.7,2564,122.699,154317,683.086,1.01111,0.0697778
85.8,2574.4,122.136,154316,683.883,1.01495,0.0697778
85.9,2584.77,121.57,154315,684.68,1.01875,0.0697778
86,2595.12,121.003,154315,685.477,1.02252,0.0697778
86.1,2605.45,120.435,154314,686.274,1.02625,0.0697778
86.2,2615.75,119.865,154313,687.071,1.02994,0.0697778
86.3,2626.03,119.294,154312,687.869,1.03359,0.0697778
86.4,2636.28,118.721,154311,688.666,1.0372,0.0697778
86.5,2646.5,118.147,154311,689.463,1.04078,0.0697778
86.6,2656.69,117.571,154310,690.26,1.04432,0.0697778
86.7,2666.86,116.994,154309,691.057,1.04781,0.0697778
86.8,2676.99,116.415,154308,691.854,1.05127,0.0697778
86.9,2687.1,115.835,154307,692.651,1.05469,0.0697778
87,2697.17,115.254,154307,693.448,1.05808,0.0697778
87.1,2707.22,114.672,154306,694.245,1.06142,0.0697778
87.2,2717.23,114.088,154305,695.042,1.06472,0.0697778
87.3,2727.21,113.503,154304,695.839,1.06798,0.0697778
87.4,2737.15,112.917,154303,696.636,1.0712,0.0697778
87.5,2747.06,112.33,154303,697.433,1.07438,0.0697778
87.6,2756.94,111.741,154302,698.23,1.07752,0.0697778
87.7,2766.78,111.152,154301,699.027,1.08062,0.0697778
87.8,2776.59,110.561,154300,699.825,1.08368,0.0697778
87.9,2786.36,109.97,154299,700.622,1.0867,0.0697778
88,2796.09,109.377,154299,701.419,1.08967,0.0697778
88.1,2805.79,108.783,154298,702.216,1.0926,0.0697778
88.2,2815.45,108.188,154297,703.013,1.09549,0.0697778
88.3,2825.07,107.593,154296,703.81,1.09834,0.0697778
88.4,2834.65,106.996,154295,704.607,1.10114,0.0697778
88.5,2844.19,106.399,154295,705.404,1.10391,0.0697778
88.6,2853.69,105.8,154294,706.201,1.10662,0.0697778
88.7,2863.15,105.201,154293,706.998,1.1093,0.0697778
88.8,2872.57,104.601,154292,707.795,1.11193,0.0697778
88.9,2881.95,104,154291,708.592,1.11452,0.0697778
89,2891.28,103.398,154291,709.389,1.11706,0.0697778
89.1,2900.58,102.795,154290,710.186,1.11955,0.0697778
89.2,2909.83,102.192,154289,710.983,1.122,0.0697778
89.3,2919.03,101.588,154288,711.781,1.12441,0.0697778
89.4,2928.2,100.983,154287,712.578,1.12677,0.0697778
89.5,2937.32,100.377,154287,713.375,1.12908,0.0697778
89.6,2946.39,99.7714,154286,714.172,1.13135,0.0697778
89.7,2955.42,99.1646,154285,714.969,1.13356,0.0697778
89.8,2964.4,98.5572,154284,715.766,1.13573,0.0697778
89.9,2973.34,97.9492,154283,716.563,1.13786,0.0697778
90,2982.23,97.3406,154283,717.36,1.13993,0.0697778
90.1,2991.08,96.7315,154282,718.157,1.14195,0.0697778
90.2,2999.87,96.1218,154281,718.954,1.14393,0.0697778
90.3,3008.62,95.5117,154280,719.751,1.14585,0.0697778
90.4,3017.32,94.901,154279,720.548,1.14773,0.0697778
90.5,3025.98,94.2899,154279,721.345,1.14955,0.0697778
90.6,3034.58,93.6783,154278,722.142,1.15133,0.0697778
90.7,3043.14,93.0663,154277,722.939,1.15305,0.0697778
90.8,3051.64,92.4539,154276,723.737,1.15471,0.0697778
90.9,3060.1,91.8411,154275,724.534,1.15633,0.0697778
91,3068.51,91.228,154275,725.331,1.15789,0.0697778
91.1,3076.86,90.6145,154274,726.128,1.15939,0.0697778
91.2,3085.17,90.0007,154273,726.925,1.16084,0.0697778
91.3,3093.42,89.3866,154272,727.722,1.16224,0.0697778
91.4,3101.63,88.7722,154271,728.519,1.16358,0.0697778
91.5,3109.78,88.1576,154271,729.316,1.16486,0.0697778
91.6,3117.88,87.5427,154270,730.113,1.16609,0.0697778
91.7,3125.92,86.9276,154269,730.91,1.16725,0.0697778
91.8,3133.92,86.3124,154268,731.707,1.16836,0.0697778
91.9,3141.86,85.6969,154267,732.504,1.1694,0.0697778
92,3149.75,85.0814,154267,733.301,1.17039,0.0697778
92.1,3157.58,84.4657,154266,734.098,1.17131,0.0697778
92.2,3165.37,83.8499,154265,734.895,1.17217,0.0697778
92.3,3173.09,83.234,154264,735.693,1.17297,0.0697778
92.4,3180.77,82.6181,154264,736.49,1.17371,0.0697778
92.5,3188.39,82.0021,154263,737.287,1.17437,0.0697778
92.6,3195.95,81.3861,154262,738.084,1.17498,0.0697778
92.7,3203.46,80.7702,154261,738.881,1.17551,0.0697778
92.8,3210.91,80.1542,154260,739.678,1.17598,0.0697778
92.9,3218.31,79.5384,154260,740.475,1.17637,0.0697778
93,3225.66,78.9226,154259,741.272,1.1767,0.0697778
93.1,3232.94,78.3069,154258,742.069,1.17695,0.0697778
93.2,3240.17,77.6914,154257,742.866,1.17713,0.0697778
93.3,3247.35,77.076,154256,743.663,1.17724,0.0697778
93.4,3254.47,76.4608,154256,744.46,1.17727,0.0697778
93.5,3261.53,75.8459,154255,745.257,1.17722,0.0697778
93.6,3268.53,75.2311,154254,746.054,1.1771,0.0697778
93.7,3275.48,74.6167,154253,746.851,1.17689,0.0697778
93.8,3282.37,74.0025,154252,747.649,1.17661,0.0697778
93.9,3289.2,73.3886,154252,748.446,1.17624,0.0697778
94,3295.98,72.7752,154251,749.243,1.17578,0.0697778
94.1,3302.7,72.162,154250,750.04,1.17524,0.0697778
94.2,3309.35,71.5493,154249,750.837,1.17461,0.0697778
94.3,3315.96,70.9371,154248,751.634,1.1739,0.0697778
94.4,3322.5,70.3253,154248,752.431,1.17309,0.0697778
94.5,3328.98,69.714,154247,753.228,1.17218,0.0697778
94.6,3335.41,69.1033,154246,754.025,1.17118,0.0697778
94.7,3341.77,68.4932,154245,754.822,1.17009,0.0697778
94.8,3348.08,67.8836,154244,755.619,1.16889,0.0697778
94.9,3354.33,67.2747,154244,756.416,1.16759,0.0697778
95,3360.51,66.6666,154243,757.213,1.16619,0.0697778
95.1,3366.64,66.0591,154242,758.01,1.16467,0.0697778
95.2,3372.71,65.4524,154241,758.807,1.16305,0.0697778
95.3,3378.72,64.8465,154240,759.605,1.16132,0.0697778
95.4,3384.67,64.2415,154240,760.402,1.15947,0.0697778
95.5,3390.56,63.6374,154239,761.199,1.15751,0.0697778
95.6,3396.38,63.0343,154238,761.996,1.15542,0.0697778
95.7,3402.15,62.4321,154237,762.793,1.15321,0.0697778
95.8,3407.86,61.831,154236,763.59,1.15088,0.0697778
95.9,3413.5,61.231,154236,764.387,1.14841,0.0697778
96,3419.09,60.6322,154235,765.184,1.14581,0.0697778
96.1,3424.61,60.0345,154234,765.981,1.14307,0.0697778
96.2,3430.08,59.4382,154233,766.778,1.14019,0.0697778
96.3,3435.48,58.8432,154232,767.575,1.13717,0.0697778
96.4,3440.82,58.2496,154232,768.372,1.134,0.0697778
96.5,3446.1,57.6574,154231,769.169,1.13067,0.0697778
96.6,3451.31,57.0668,154230,769.966,1.12719,0.0697778
96.7,3456.47,56.4779,154229,770.763,1.12355,0.0697778
96.8,3461.56,55.8906,154228,771.561,1.11973,0.0697778
96.9,3466.59,55.3051,154228,772.358,1.11575,0.0697778
97,3471.56,54.7214,154227,773.155,1.11159,0.0697778
97.1,3476.46,54.1397,154226,773.952,1.10725,0.0697778
97.2,3481.3,53.56,154225,774.749,1.10272,0.0697778
97.3,3486.08,52.9825,154224,775.546,1.098,0.0697778
97.4,3490.8,52.4072,154224,776.343,1.09308,0.0697778
